kegg,level_1,level_2,brite_name,BRITE_id,brite_level_1,brite_level_2
K10379,,,Cytoskeleton proteins [BR:ko04812],ko04812,Cellular Processes,Cell motility
K12477,Cellular Processes,Transport and catabolism,,,,
K12476,Cellular Processes,Transport and catabolism,,,,
K12471,Cellular Processes,Transport and catabolism,,,,
K12472,Cellular Processes,Transport and catabolism,,,,
K12478,Cellular Processes,Transport and catabolism,,,,
K11078,Environmental Information Processing,Membrane transport,,,,
K11079,Environmental Information Processing,Membrane transport,,,,
K11074,Environmental Information Processing,Membrane transport,,,,
K11075,Environmental Information Processing,Membrane transport,,,,
K11076,Environmental Information Processing,Membrane transport,,,,
K11077,Environmental Information Processing,Membrane transport,,,,
K11070,Environmental Information Processing,Membrane transport,,,,
K11071,Environmental Information Processing,Membrane transport,,,,
K11072,Environmental Information Processing,Membrane transport,,,,
K11073,Environmental Information Processing,Membrane transport,,,,
K06935,,,,unknown,,
K06934,,,,unknown,,
K06937,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K06936,,,,unknown,,
K06931,,,,unknown,,
K06930,,,,unknown,,
K06933,,,,unknown,,
K09188,Metabolism,Amino acid metabolism,,,,
K10307,,,Ubiquitin system [BR:ko04121],ko04121,Genetic Information Processing,"Folding, sorting and degradation"
K02732,Genetic Information Processing,"Folding, sorting and degradation",,,,
K06939,,,,unknown,,
K06938,,,,unknown,,
K01412,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K01411,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K02730,Genetic Information Processing,"Folding, sorting and degradation",,,,
K15173,Organismal Systems,Endocrine system,,,,
K15172,,,Transcription machinery [BR:ko03021],ko03021,Genetic Information Processing,Transcription
K15175,,,Transcription machinery [BR:ko03021],ko03021,Genetic Information Processing,Transcription
K05749,Genetic Information Processing,Translation,,,,
K15177,,,Transcription machinery [BR:ko03021],ko03021,Genetic Information Processing,Transcription
K15176,,,Transcription machinery [BR:ko03021],ko03021,Genetic Information Processing,Transcription
K15179,,,Transcription machinery [BR:ko03021],ko03021,Genetic Information Processing,Transcription
K15178,,,Transcription machinery [BR:ko03021],ko03021,Genetic Information Processing,Transcription
K05916,Human Diseases,Infectious diseases,,,,
K05917,Metabolism,Lipid metabolism,,,,
K05914,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K05910,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K05919,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K00392,Metabolism,Energy metabolism,,,,
K00390,Metabolism,Energy metabolism,,,,
K00395,Metabolism,Energy metabolism,,,,
K10377,,,Cytoskeleton proteins [BR:ko04812],ko04812,Cellular Processes,Cell motility
K01417,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K01228,Metabolism,Glycan biosynthesis and metabolism,,,,
K00399,Metabolism,Overview,,,,
K01229,Metabolism,Carbohydrate metabolism,,,,
K02653,,,Secretion system [BR:ko02044],ko02044,Environmental Information Processing,Membrane transport
K04618,Metabolism,Carbohydrate metabolism,,,,
K01376,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K01374,Cellular Processes,Transport and catabolism,,,,
K01375,Cellular Processes,Transport and catabolism,,,,
K01372,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K01373,Cellular Processes,Transport and catabolism,,,,
K01371,Cellular Processes,Transport and catabolism,,,,
K01225,Metabolism,Carbohydrate metabolism,,,,
K09145,,,,unknown,,
K09144,,,,unknown,,
K09146,,,,unknown,,
K09141,,,,unknown,,
K09140,,,Ribosome biogenesis [BR:ko03009],ko03009,Genetic Information Processing,Translation
K09143,,,,unknown,,
K09142,,,,unknown,,
K05709,Metabolism,Overview,,,,
K05708,Metabolism,Overview,,,,
K05879,Metabolism,Lipid metabolism,,,,
K05878,Metabolism,Lipid metabolism,,,,
K05875,Environmental Information Processing,Signal transduction,,,,
K05874,Environmental Information Processing,Signal transduction,,,,
K05877,Environmental Information Processing,Signal transduction,,,,
K05876,Environmental Information Processing,Signal transduction,,,,
K05871,Environmental Information Processing,Signal transduction,,,,
K05873,Metabolism,Nucleotide metabolism,,,,
K01415,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K00579,Metabolism,Overview,,,,
K00578,Metabolism,Overview,,,,
K00577,Metabolism,Overview,,,,
K00575,Environmental Information Processing,Signal transduction,,,,
K00574,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K00573,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K00571,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K01404,Human Diseases,Infectious diseases,,,,
K01118,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K01119,Metabolism,Nucleotide metabolism,,,,
K15790,,,,unknown,,
K15792,Metabolism,Amino acid metabolism,,,,
K01112,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K01113,Metabolism,Metabolism of cofactors and vitamins,,,,
K01110,Metabolism,Carbohydrate metabolism,,,,
K01111,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K01116,Metabolism,Carbohydrate metabolism,,,,
K04477,,,,unknown,,
K01114,Metabolism,Carbohydrate metabolism,,,,
K01115,Metabolism,Lipid metabolism,,,,
K08087,,,,unknown,,
K08086,,,,unknown,,
K08085,,,Secretion system [BR:ko02044],ko02044,Environmental Information Processing,Membrane transport
K01155,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K08083,Environmental Information Processing,Signal transduction,,,,
K08082,Environmental Information Processing,Signal transduction,,,,
K08081,Metabolism,Biosynthesis of other secondary metabolites,,,,
K08080,Metabolism,Carbohydrate metabolism,,,,
K01152,,,,unknown,,
K01153,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K09826,,,Transcription factors [BR:ko03000],ko03000,Genetic Information Processing,Transcription
K14558,Genetic Information Processing,Translation,,,,
K01150,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K09827,Metabolism,Lipid metabolism,,,,
K14554,Genetic Information Processing,Translation,,,,
K14555,Genetic Information Processing,Translation,,,,
K14556,Genetic Information Processing,Translation,,,,
K14557,Genetic Information Processing,Translation,,,,
K14550,Genetic Information Processing,Translation,,,,
K14551,Genetic Information Processing,Translation,,,,
K14552,Genetic Information Processing,Translation,,,,
K10373,Organismal Systems,Circulatory system,,,,
K09825,,,Transcription factors [BR:ko03000],ko03000,Genetic Information Processing,Transcription
K09822,,,,unknown,,
K09823,,,Transcription factors [BR:ko03000],ko03000,Genetic Information Processing,Transcription
K10938,Human Diseases,Infectious diseases,,,,
K10453,,,Ubiquitin system [BR:ko04121],ko04121,Genetic Information Processing,"Folding, sorting and degradation"
K09821,Organismal Systems,Endocrine system,,,,
K09490,Genetic Information Processing,"Folding, sorting and degradation",,,,
K01158,Cellular Processes,Transport and catabolism,,,,
K10934,Human Diseases,Infectious diseases,,,,
K07520,Organismal Systems,Development,,,,
K07523,Environmental Information Processing,Signaling molecules and interaction,,,,
K10423,,,Cytoskeleton proteins [BR:ko04812],ko04812,Cellular Processes,Cell motility
K10754,Genetic Information Processing,Replication and repair,,,,
K02139,Metabolism,Energy metabolism,,,,
K02138,Metabolism,Energy metabolism,,,,
K10755,Genetic Information Processing,Replication and repair,,,,
K10752,,,Chromosome [BR:ko03036],ko03036,Genetic Information Processing,Replication and repair
K02133,Metabolism,Energy metabolism,,,,
K02132,Metabolism,Energy metabolism,,,,
K02135,Metabolism,Energy metabolism,,,,
K02134,Metabolism,Energy metabolism,,,,
K02137,Metabolism,Energy metabolism,,,,
K02136,Metabolism,Energy metabolism,,,,
K03842,Metabolism,Glycan biosynthesis and metabolism,,,,
K03843,Metabolism,Glycan biosynthesis and metabolism,,,,
K03840,,,,unknown,,
K03841,Metabolism,Overview,,,,
K03846,Metabolism,Glycan biosynthesis and metabolism,,,,
K03847,Metabolism,Glycan biosynthesis and metabolism,,,,
K03844,Metabolism,Glycan biosynthesis and metabolism,,,,
K03848,Metabolism,Glycan biosynthesis and metabolism,,,,
K03849,Metabolism,Glycan biosynthesis and metabolism,,,,
K13799,Metabolism,Nucleotide metabolism,,,,
K13798,Metabolism,Nucleotide metabolism,,,,
K13025,Genetic Information Processing,Transcription,,,,
K13796,,,,unknown,,
K13795,,,,unknown,,
K13794,,,Transcription factors [BR:ko03000],ko03000,Genetic Information Processing,Transcription
K13021,,,Transporters [BR:ko02000],ko02000,Environmental Information Processing,Membrane transport
K13020,Metabolism,Carbohydrate metabolism,,,,
K13791,Human Diseases,Infectious diseases,,,,
K13022,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K12268,,,Secretion system [BR:ko02044],ko02044,Environmental Information Processing,Membrane transport
K12269,,,Secretion system [BR:ko02044],ko02044,Environmental Information Processing,Membrane transport
K04899,,,Ion channels [BR:ko04040],ko04040,Environmental Information Processing,Signaling molecules and interaction
K12260,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K12261,Cellular Processes,Transport and catabolism,,,,
K12262,,,,unknown,,
K12263,,,,unknown,,
K12264,Human Diseases,Infectious diseases,,,,
K04891,,,Ion channels [BR:ko04040],ko04040,Environmental Information Processing,Signaling molecules and interaction
K12266,Human Diseases,Infectious diseases,,,,
K12267,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K10759,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K12231,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K12237,Metabolism,Metabolism of terpenoids and polyketides,,,,
K13249,Genetic Information Processing,"Folding, sorting and degradation",,,,
K12891,Genetic Information Processing,Transcription,,,,
K13241,Metabolism,Amino acid metabolism,,,,
K13243,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K12234,Metabolism,Energy metabolism,,,,
K13245,Cellular Processes,Cell growth and death,,,,
K05529,Metabolism,Glycan biosynthesis and metabolism,,,,
K13247,Metabolism,Carbohydrate metabolism,,,,
K13246,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K12412,Environmental Information Processing,Signal transduction,,,,
K03267,Genetic Information Processing,Translation,,,,
K03264,Genetic Information Processing,Translation,,,,
K03265,Genetic Information Processing,Translation,,,,
K03262,Genetic Information Processing,Translation,,,,
K03263,,,Translation factors [BR:ko03012],ko03012,Genetic Information Processing,Translation
K03260,Genetic Information Processing,Translation,,,,
K03261,,,Translation factors [BR:ko03012],ko03012,Genetic Information Processing,Translation
K12417,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K03269,Metabolism,Glycan biosynthesis and metabolism,,,,
K12142,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K13237,Cellular Processes,Transport and catabolism,,,,
K10211,Metabolism,Metabolism of terpenoids and polyketides,,,,
K03101,Genetic Information Processing,"Folding, sorting and degradation",,,,
K11791,,,Ubiquitin system [BR:ko04121],ko04121,Genetic Information Processing,"Folding, sorting and degradation"
K11795,,,Ubiquitin system [BR:ko04121],ko04121,Genetic Information Processing,"Folding, sorting and degradation"
K01082,Metabolism,Energy metabolism,,,,
K11797,,,Ubiquitin system [BR:ko04121],ko04121,Genetic Information Processing,"Folding, sorting and degradation"
K01083,Metabolism,Carbohydrate metabolism,,,,
K15359,Metabolism,Metabolism of cofactors and vitamins,,,,
K15358,Metabolism,Metabolism of cofactors and vitamins,,,,
K12045,Organismal Systems,Circulatory system,,,,
K09918,,,,unknown,,
K12047,Metabolism,Carbohydrate metabolism,,,,
K12041,,,Transporters [BR:ko02000],ko02000,Environmental Information Processing,Membrane transport
K09912,,,,unknown,,
K09913,,,,unknown,,
K09910,,,,unknown,,
K09911,,,,unknown,,
K09916,,,,unknown,,
K09917,,,,unknown,,
K06726,Environmental Information Processing,Membrane transport,,,,
K09915,,,,unknown,,
K11535,,,Transporters [BR:ko02000],ko02000,Environmental Information Processing,Membrane transport
K11534,,,Transcription factors [BR:ko03000],ko03000,Genetic Information Processing,Transcription
K11537,,,Transporters [BR:ko02000],ko02000,Environmental Information Processing,Membrane transport
K11240,Environmental Information Processing,Signal transduction,,,,
K11531,,,Transcription factors [BR:ko03000],ko03000,Genetic Information Processing,Transcription
K11530,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K11533,Metabolism,Overview,,,,
K11244,Environmental Information Processing,Signal transduction,,,,
K11249,,,Transporters [BR:ko02000],ko02000,Environmental Information Processing,Membrane transport
K11539,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K11538,Metabolism,Amino acid metabolism,,,,
K00762,Metabolism,Nucleotide metabolism,,,,
K00763,Metabolism,Metabolism of cofactors and vitamins,,,,
K00760,Metabolism,Nucleotide metabolism,,,,
K00761,Metabolism,Nucleotide metabolism,,,,
K00766,Metabolism,Overview,,,,
K00767,Metabolism,Metabolism of cofactors and vitamins,,,,
K00764,Metabolism,Nucleotide metabolism,,,,
K00765,Metabolism,Overview,,,,
K00768,Metabolism,Metabolism of cofactors and vitamins,,,,
K00769,Metabolism,Nucleotide metabolism,,,,
K15125,Human Diseases,Infectious diseases,,,,
K00186,Metabolism,Amino acid metabolism,,,,
K00187,Metabolism,Amino acid metabolism,,,,
K00184,,,,unknown,,
K00185,,,,unknown,,
K00183,,,,unknown,,
K00180,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K03433,Genetic Information Processing,"Folding, sorting and degradation",,,,
K00188,Metabolism,Amino acid metabolism,,,,
K00189,Metabolism,Amino acid metabolism,,,,
K10110,Environmental Information Processing,Membrane transport,,,,
K10111,Environmental Information Processing,Membrane transport,,,,
K10112,Environmental Information Processing,Membrane transport,,,,
K10117,Environmental Information Processing,Membrane transport,,,,
K10118,Environmental Information Processing,Membrane transport,,,,
K10119,Environmental Information Processing,Membrane transport,,,,
K04641,,,G protein-coupled receptors [BR:ko04030],ko04030,Environmental Information Processing,Signaling molecules and interaction
K04640,,,GTP-binding proteins [BR:ko04031],ko04031,Environmental Information Processing,Signaling molecules and interaction
K04643,,,G protein-coupled receptors [BR:ko04030],ko04030,Environmental Information Processing,Signaling molecules and interaction
K04642,,,G protein-coupled receptors [BR:ko04030],ko04030,Environmental Information Processing,Signaling molecules and interaction
K04646,Cellular Processes,Transport and catabolism,,,,
K04649,Genetic Information Processing,"Folding, sorting and degradation",,,,
K04648,Organismal Systems,Excretory system,,,,
K15548,,,Transporters [BR:ko02000],ko02000,Environmental Information Processing,Membrane transport
K15549,,,Transporters [BR:ko02000],ko02000,Environmental Information Processing,Membrane transport
K15540,,,,unknown,,
K15541,Genetic Information Processing,Translation,,,,
K15542,Genetic Information Processing,Translation,,,,
K15543,Genetic Information Processing,Translation,,,,
K15545,,,Transcription factors [BR:ko03000],ko03000,Genetic Information Processing,Transcription
K15546,,,Transcription factors [BR:ko03000],ko03000,Genetic Information Processing,Transcription
K15547,,,Transporters [BR:ko02000],ko02000,Environmental Information Processing,Membrane transport
K00988,Metabolism,Nucleotide metabolism,,,,
K00989,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K00986,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K00987,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K00984,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K00982,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K00983,Metabolism,Carbohydrate metabolism,,,,
K00980,Metabolism,Lipid metabolism,,,,
K00981,Metabolism,Lipid metabolism,,,,
K02051,,,KEGG modules [BR:ko00002],ko00002,,
K06168,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K15325,,,Transfer RNA biogenesis [BR:ko03016],ko03016,Genetic Information Processing,Translation
